class id,filepaths,labels,data set
0,../BirdsDataset2/Train/Acadian_Flycatcher/Acadian_Flycatcher_0073_795628.jpg,Acadian Flycatcher,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0001_25053.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0002_25122.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0003_25130.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0004_25819.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0011_25151.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0012_25305.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0014_25287.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0021_25137.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0025_25522.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0027_25146.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0030_25092.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0031_25433.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0036_25313.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0039_25061.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0047_25397.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0048_25062.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0050_25255.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0051_25505.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0053_25203.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0059_25599.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0066_25827.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0067_25443.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0068_25198.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0069_25506.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0081_25837.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0085_25260.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0088_25303.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0094_25576.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0099_25717.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0104_25086.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0105_25283.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0107_25353.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0109_25123.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0110_25541.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0111_25127.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0113_25149.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0116_25199.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0117_25090.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0119_25610.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0121_25720.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0122_25200.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0124_25356.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0127_25412.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0131_25706.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0132_25704.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0134_25206.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0136_25117.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Crow/American_Crow_0139_25186.jpg,American Crow,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0003_32236.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0004_31903.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0012_32338.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0014_32154.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0017_32272.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0022_32111.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0026_32222.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0029_32218.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0032_31922.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0034_32371.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0036_31910.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0040_32323.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0041_31969.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0042_31979.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0043_31993.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0045_31974.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0046_32105.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0049_31889.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0053_32359.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0056_32169.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0061_32281.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0062_31921.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0064_32142.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0084_32295.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0086_31887.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0087_32363.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0089_32152.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0090_31893.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0091_31938.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0092_32910.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0096_31876.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0100_32183.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0104_32540.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0105_32238.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0106_32182.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0107_32618.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0108_32974.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0111_32022.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0115_32362.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0116_31943.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0118_32210.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0126_32480.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0128_32333.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0129_32625.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0131_32911.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0133_32802.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0134_32409.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Goldfinch/American_Goldfinch_0135_32107.jpg,American Goldfinch,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0006_99857.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0007_99808.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0008_100390.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0010_99843.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0011_99630.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0015_99932.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0019_99810.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0021_100378.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0022_100227.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0027_100189.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0029_99667.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0034_99946.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0035_100181.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0037_99954.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0039_99841.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0041_100060.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0043_100027.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0046_100240.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0048_100140.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0059_99628.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0062_100000.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0066_99961.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0067_100237.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0070_100061.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0072_99631.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0073_99642.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0074_100154.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0080_100055.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0081_99785.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0085_100246.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0088_100213.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0089_100260.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0090_99651.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0091_100276.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0095_99959.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0098_99986.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0099_99971.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0101_100053.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0104_100147.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0109_99710.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0111_99940.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0113_99939.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0114_100380.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0116_100015.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0119_99622.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0121_100040.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0123_99929.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Pipit/American_Pipit_0124_99848.jpg,American Pipit,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0002_103723.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0013_103677.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0020_104027.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0022_103701.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0024_103042.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0026_103729.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0027_103168.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0031_102890.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0033_103783.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0034_102866.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0036_103231.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0037_102818.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0038_103278.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0041_103717.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0044_103433.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0045_102823.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0047_102860.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0048_104021.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0049_103176.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0054_103543.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0056_103241.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0059_103402.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0066_102774.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0067_103259.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0071_103266.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0077_104042.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0078_103268.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0080_103749.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0082_102973.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0086_102876.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0088_103892.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0089_103187.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0090_102940.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0094_103425.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0096_102853.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0097_103238.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0107_102888.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0108_103686.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0109_103795.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0110_103924.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0111_102945.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0118_103033.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0119_104057.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0120_103089.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0122_103102.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0126_103091.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0128_102983.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Redstart/American_Redstart_0138_102869.jpg,American Redstart,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0001_179912.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0002_179885.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0003_179891.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0004_179908.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0006_179838.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0007_179932.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0009_179919.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0010_179874.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0011_179847.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0012_179905.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0014_179882.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0015_179827.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0016_179927.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0017_179830.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0018_179831.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0019_179870.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0020_179828.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0021_179832.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0022_179933.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0024_179876.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0025_179918.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0026_796157.jpg,American Three toed Woodpecker,Train
0,../BirdsDataset2/Train/American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0027_796147.jpg,American Three toed Woodpecker,Train
